,Unnamed: 0.1,Unnamed: 0,Customer City,Customer Id,Customer Street,Days for shipping (real),Days for shipment (scheduled),Delivery Status,Late_delivery_risk,Payment Method,First Name,Last Name,pincode
218,1101,1101,Irvington,19338,3141 Misty Lookout,6.0,4.0,Late delivery,1.0,DEBIT,Whitney,Tate,7111
219,1102,1102,Caguas,19337,5263 Hidden Bay,5.0,4.0,Late delivery,1.0,PAYMENT,Kylie,Owen,725
220,1103,1103,Norfolk,19336,9650 Foggy Nectar Heath,4.0,4.0,Shipping on time,0.0,DEBIT,Demetria,Huff,23503
221,1104,1104,Gardena,19335,3178 Fallen Robin Road,3.0,4.0,Advance shipping,0.0,DEBIT,Orli,Christian,90247
222,1105,1105,Caguas,19334,2407 Thunder Mountain,2.0,4.0,Advance shipping,0.0,PAYMENT,Moana,Shepherd,725
223,1106,1106,Honolulu,19333,7136 Cozy Bear Mountain,6.0,4.0,Shipping canceled,0.0,TRANSFER,Constance,Dawson,96818
224,1107,1107,Caguas,19332,5436 Hazy Creek Edge,5.0,2.0,Late delivery,1.0,DEBIT,Amber,Wilkins,725
225,1108,1108,Newark,19331,5860 Hidden Parkway,4.0,2.0,Late delivery,1.0,DEBIT,Imelda,Castaneda,19711
226,1109,1109,Forest Hills,19330,7861 Grand Point,3.0,2.0,Late delivery,1.0,DEBIT,Mariam,Hopkins,11375
227,1110,1110,Caguas,19329,7681 Quaking Pines,2.0,1.0,Late delivery,1.0,DEBIT,Rae,Wyatt,725
228,1111,1111,Ontario,19328,6030 Honey Pond Thicket,2.0,1.0,Late delivery,1.0,DEBIT,Jamalia,Randall,91764
229,1112,1112,Caguas,19327,3488 Grand River Townline,2.0,1.0,Late delivery,1.0,DEBIT,Reagan,Abbott,725
230,1113,1113,Webster,19326,3867 Middle Leaf By-pass,2.0,1.0,Late delivery,1.0,CASH,Patience,Cote,14580
231,1114,1114,New York,19325,3587 Blue Mall,2.0,1.0,Late delivery,1.0,PAYMENT,Amena,Bowman,10029
232,1115,1115,Brownsville,19324,3737 Blue Path,0.0,0.0,Shipping on time,0.0,TRANSFER,Mercedes,Gonzalez,78521
233,1116,1116,Caguas,19323,9686 Stony Zephyr Ledge,6.0,4.0,Late delivery,1.0,TRANSFER,Brianna,Cohen,725
234,1117,1117,Dearborn,19322,4186 Wishing Pine Subdivision,5.0,4.0,Late delivery,1.0,DEBIT,Xyla,Hayes,48126
235,1118,1118,Corona,19321,250 Easy Jetty,4.0,4.0,Shipping on time,0.0,DEBIT,Daria,Whitehead,11368
236,1119,1119,Caguas,19320,8445 Noble Timber Subdivision,3.0,4.0,Advance shipping,0.0,TRANSFER,Ila,Massey,725
237,1120,1120,New York,19319,3309 Merry Falls,2.0,4.0,Advance shipping,0.0,PAYMENT,Kelsie,Browning,10040
238,1121,1121,Carrollton,19318,8094 Noble Heights,6.0,4.0,Late delivery,1.0,DEBIT,Quail,Peck,75007
239,1122,1122,Bakersfield,19317,4629 Dusty Pony Highway,5.0,2.0,Late delivery,1.0,DEBIT,Hyacinth,Burris,93307
240,1123,1123,Caguas,19316,1816 Sunny Forest Parkway,4.0,2.0,Late delivery,1.0,CASH,Alma,Potts,725
241,1124,1124,Compton,19315,9741 Dewy Bluff Maze,3.0,2.0,Late delivery,1.0,DEBIT,Yvette,Beard,90221
242,1125,1125,Simi Valley,19314,805 Rustic Prairie Carrefour,2.0,2.0,Shipping on time,0.0,PAYMENT,Ina,Gilbert,93065
243,1126,1126,Caguas,19313,2355 Velvet Hickory Crest,6.0,2.0,Late delivery,1.0,DEBIT,Fay,Gibbs,725
244,1127,1127,Lancaster,19312,2035 Crystal Campus,2.0,1.0,Late delivery,1.0,DEBIT,Xyla,Sanders,17601
245,1128,1128,Garland,19311,2556 Broad Wharf,4.0,2.0,Late delivery,1.0,DEBIT,Destiny,Carver,75043
246,1129,1129,Arecibo,19310,6289 Rocky Way,3.0,4.0,Advance shipping,0.0,PAYMENT,Debra,Burgess,612
247,1130,1130,Caguas,19309,6080 Old Bay,2.0,4.0,Advance shipping,0.0,DEBIT,Petra,Roberts,725
248,1131,1131,Opelousas,19308,8913 Pleasant Rabbit Quay,6.0,4.0,Late delivery,1.0,PAYMENT,Farrah,Chambers,70570
249,1132,1132,Caguas,19307,9843 Grand Circle,5.0,2.0,Late delivery,1.0,DEBIT,Clio,Moody,725
250,1133,1133,Riverside,19306,9008 Old Lane,4.0,2.0,Late delivery,1.0,TRANSFER,Leigh,Mccullough,92507
251,1134,1134,Waipahu,19305,7871 Quiet Abbey,3.0,4.0,Advance shipping,0.0,TRANSFER,Jacqueline,Hancock,96797
252,1135,1135,Caguas,19304,5032 Little Branch Stead,2.0,4.0,Advance shipping,0.0,PAYMENT,Cora,Bates,725
253,1136,1136,Tucson,19303,4839 Red Apple Arbor,6.0,4.0,Late delivery,1.0,CASH,Tallulah,Pratt,85713
254,1137,1137,Los Angeles,19302,2199 Dewy Leaf Orchard,5.0,4.0,Shipping canceled,0.0,TRANSFER,Kelly,Santana,90001
255,1138,1138,Carmichael,19301,2407 Foggy Acres,4.0,2.0,Late delivery,1.0,TRANSFER,Martha,Mcfadden,95608
256,1139,1139,Caguas,19300,6175 Golden Glade,1.0,0.0,Late delivery,1.0,PAYMENT,Pearl,Greene,725
257,1140,1140,Tustin,19299,2674 Quaking Wagon Range,2.0,4.0,Advance shipping,0.0,DEBIT,Heather,Fisher,92780
258,1141,1141,Caguas,19298,5477 Velvet Falls,6.0,4.0,Late delivery,1.0,CASH,Maya,Middleton,725
259,1142,1142,Loveland,19297,2770 Hazy Dale,5.0,4.0,Late delivery,1.0,TRANSFER,Kiayada,Hopkins,45140
260,1143,1143,Miami,19296,2679 Rustic Loop,4.0,4.0,Shipping on time,0.0,PAYMENT,Shannon,Potter,33165
261,1144,1144,Anaheim,19295,5768 Gentle Nectar Chase,3.0,4.0,Shipping canceled,0.0,TRANSFER,Nayda,Nichols,92805
262,1145,1145,Chicago,19294,3880 Dusty Place,2.0,4.0,Advance shipping,0.0,PAYMENT,Felicia,Patterson,60651
263,1146,1146,Caguas,19293,6447 Easy Close,6.0,4.0,Late delivery,1.0,TRANSFER,Beatrice,Kelly,725
264,1147,1147,Detroit,19292,2584 Lost Square,5.0,4.0,Late delivery,1.0,DEBIT,Charissa,Hart,48238
265,1148,1148,Canton,19291,3750 Green Anchor Orchard,4.0,4.0,Shipping on time,0.0,PAYMENT,Fatima,Fowler,48187
266,1149,1149,Stafford,19290,6772 Broad Fawn Park,3.0,4.0,Advance shipping,0.0,TRANSFER,Lilah,Haley,22554
267,1150,1150,Caguas,19289,465 Rustic Horse Heath,2.0,4.0,Advance shipping,0.0,DEBIT,Dacey,Thompson,725
268,1151,1151,San Diego,19288,2650 Rocky Stead,6.0,4.0,Late delivery,1.0,CASH,Kimberly,Mccullough,92126
269,1152,1152,Caguas,19287,2749 Green Cider Green,5.0,2.0,Late delivery,1.0,DEBIT,Shelley,Galloway,725
270,1153,1153,Bronx,19286,6724 Crystal Dale,4.0,2.0,Late delivery,1.0,DEBIT,Yoko,Berg,10466
271,1154,1154,Caguas,19285,7420 Crystal View Acres,3.0,4.0,Advance shipping,0.0,TRANSFER,Olympia,Terry,725
272,1155,1155,South Richmond Hill,19284,5098 Lazy Pathway,2.0,4.0,Advance shipping,0.0,PAYMENT,Jane,Burt,11419
273,1156,1156,Caguas,19283,1996 Crystal Via,6.0,2.0,Late delivery,1.0,PAYMENT,Nayda,Mason,725
274,1157,1157,Middletown,19282,5824 Honey Glade,5.0,2.0,Shipping canceled,0.0,TRANSFER,Raya,Lee,45044
275,1158,1158,Gilroy,16774,9666 Colonial Hickory Thicket,2.0,4.0,Advance shipping,0.0,PAYMENT,Quyn,Mckinney,95020
276,1159,1159,Caguas,16773,9739 Round Spring Expressway,6.0,4.0,Late delivery,1.0,TRANSFER,Hilary,Wynn,725
277,1160,1160,Azusa,16772,3847 Blue Place,5.0,4.0,Late delivery,1.0,DEBIT,Jane,Leblanc,91702
278,1161,1161,Caguas,16771,3567 Rocky Grove,4.0,4.0,Shipping on time,0.0,TRANSFER,Karyn,Beach,725
279,1162,1162,Lenoir,16770,8324 Little Common,3.0,4.0,Advance shipping,0.0,PAYMENT,Germaine,Arnold,28645
280,1163,1163,Columbus,16769,7802 Gentle Creek Square,2.0,4.0,Advance shipping,0.0,TRANSFER,Maile,Huffman,43228
281,1164,1164,Albany,16768,7176 Bright Timber Passage,6.0,4.0,Late delivery,1.0,PAYMENT,Vivien,Durham,97321
282,1165,1165,Humacao,16767,6888 Wishing Mountain Run,5.0,4.0,Late delivery,1.0,TRANSFER,Mariam,Huff,791
283,1166,1166,Caguas,16766,4791 Harvest Quail Limits,4.0,2.0,Late delivery,1.0,DEBIT,Raven,Taylor,725
284,1167,1167,Lindenhurst,16765,4482 Velvet Farm,3.0,4.0,Advance shipping,0.0,TRANSFER,Jaime,Roman,11757
285,1168,1168,Elyria,16764,4776 Crystal River Stead,2.0,4.0,Advance shipping,0.0,DEBIT,Charlotte,Terry,44035
286,1169,1169,Caguas,16763,425 Noble Lane,6.0,4.0,Late delivery,1.0,TRANSFER,Zelda,Hudson,725
287,1170,1170,Riverside,16762,9666 Gentle Shadow Thicket,5.0,4.0,Late delivery,1.0,DEBIT,Isabella,Cummings,92504
288,1171,1171,Caguas,16761,7550 Sleepy View Court,4.0,4.0,Shipping on time,0.0,PAYMENT,Jayme,Hobbs,725
289,1172,1172,Carson,16760,777 Sleepy Quail Key,3.0,4.0,Advance shipping,0.0,PAYMENT,Sara,Parrish,90745
290,1173,1173,Mesa,16759,6718 High Panda Dell,2.0,1.0,Late delivery,1.0,DEBIT,Carla,Byrd,85204
291,1174,1174,Caguas,16758,9871 Cotton Lagoon End,2.0,1.0,Late delivery,1.0,CASH,Aspen,Cain,725
292,1175,1175,Honolulu,16757,1066 Hidden Green,2.0,1.0,Late delivery,1.0,DEBIT,Carolyn,Shepherd,96818
293,1176,1176,Caguas,16756,7192 Green Arbor,2.0,1.0,Late delivery,1.0,DEBIT,Janna,King,725
294,1177,1177,Tampa,16755,7595 Quiet Nectar Circuit,3.0,4.0,Advance shipping,0.0,CASH,Rachel,Sears,33624
295,1178,1178,San Benito,16754,2589 Iron Pines,2.0,4.0,Advance shipping,0.0,DEBIT,Xena,Navarro,78586
296,1179,1179,Caguas,16753,5010 Emerald Hollow,6.0,4.0,Late delivery,1.0,DEBIT,Ocean,Mcneil,725
297,1180,1180,Indianapolis,16752,6471 Gentle Bank,5.0,4.0,Late delivery,1.0,TRANSFER,Hedwig,Santana,46226
298,1181,1181,Caguas,16751,4439 Tawny Mall,4.0,4.0,Shipping on time,0.0,TRANSFER,Alea,Knowles,725
299,1182,1182,Enfield,16750,9089 Round Willow Route,3.0,4.0,Advance shipping,0.0,PAYMENT,Whitney,Lindsay,6082
300,1183,1183,Caguas,16749,5723 Stony Valley,2.0,2.0,Shipping on time,0.0,DEBIT,Aileen,Trevino,725
301,1184,1184,Los Angeles,16748,9729 Stony Dale Range,6.0,4.0,Late delivery,1.0,PAYMENT,Cameron,Henry,90043
302,1185,1185,Caguas,16747,4021 Rocky Prairie Gardens,5.0,2.0,Late delivery,1.0,DEBIT,Cailin,Cervantes,725
303,1186,1186,Modesto,16746,4062 Clear Pond Circuit,2.0,1.0,Late delivery,1.0,PAYMENT,Jeanette,Lott,95351
304,1187,1187,Caguas,16745,4388 Burning Goose Ridge,3.0,4.0,Advance shipping,0.0,DEBIT,Suki,Ballard,725
305,1188,1188,Irvington,16744,3141 Misty Lookout,2.0,2.0,Shipping on time,0.0,CASH,Maxine,Lynch,7111
306,1189,1189,Caguas,16743,5263 Hidden Bay,6.0,2.0,Late delivery,1.0,DEBIT,Sophia,Conley,725
307,1190,1190,Norfolk,16742,9650 Foggy Nectar Heath,5.0,2.0,Late delivery,1.0,TRANSFER,Mechelle,Lowe,23503
308,1191,1191,Gardena,16741,3178 Fallen Robin Road,2.0,1.0,Late delivery,1.0,CASH,Sybil,Langley,90247
309,1192,1192,Caguas,16740,2407 Thunder Mountain,3.0,4.0,Advance shipping,0.0,DEBIT,Emma,Mejia,725
310,1193,1193,Honolulu,16739,7136 Cozy Bear Mountain,2.0,4.0,Shipping canceled,0.0,TRANSFER,Skyler,Walsh,96818
311,1194,1194,Caguas,16738,5436 Hazy Creek Edge,6.0,4.0,Late delivery,1.0,TRANSFER,Yvonne,Sharpe,725
312,1195,1195,Newark,16737,5860 Hidden Parkway,5.0,4.0,Late delivery,1.0,DEBIT,Penelope,Webster,19711
313,1196,1196,Forest Hills,16736,7861 Grand Point,4.0,4.0,Shipping on time,0.0,PAYMENT,Eliana,Francis,11375
314,1197,1197,Caguas,16735,7681 Quaking Pines,0.0,0.0,Shipping on time,0.0,DEBIT,Tatum,Allen,725
315,1198,1198,Ontario,16734,6030 Honey Pond Thicket,2.0,4.0,Advance shipping,0.0,CASH,Sylvia,Harding,91764
316,1199,1199,Caguas,16733,3488 Grand River Townline,6.0,4.0,Late delivery,1.0,DEBIT,Amela,Weeks,725
317,1200,1200,Webster,16732,3867 Middle Leaf By-pass,5.0,4.0,Late delivery,1.0,TRANSFER,Christine,Rose,14580
318,1201,1201,New York,16731,3587 Blue Mall,4.0,4.0,Shipping on time,0.0,DEBIT,Keiko,Nichols,10029
319,1202,1202,Brownsville,16730,3737 Blue Path,3.0,4.0,Advance shipping,0.0,CASH,Shana,Greer,78521
320,1203,1203,Caguas,16729,9686 Stony Zephyr Ledge,2.0,4.0,Advance shipping,0.0,PAYMENT,Reagan,Olsen,725
321,1204,1204,Dearborn,16728,4186 Wishing Pine Subdivision,6.0,4.0,Late delivery,1.0,TRANSFER,Hillary,Clemons,48126
322,1205,1205,Corona,16727,250 Easy Jetty,5.0,4.0,Shipping canceled,0.0,TRANSFER,Whoopi,Good,11368
323,1206,1206,Caguas,16726,8445 Noble Timber Subdivision,4.0,4.0,Shipping on time,0.0,DEBIT,Giselle,Matthews,725
324,1207,1207,New York,16725,3309 Merry Falls,3.0,4.0,Advance shipping,0.0,CASH,Mira,Sherman,10040
325,1208,1208,Carrollton,16724,8094 Noble Heights,2.0,4.0,Advance shipping,0.0,DEBIT,Jaden,David,75007
326,1209,1209,Bakersfield,16723,4629 Dusty Pony Highway,2.0,1.0,Late delivery,1.0,PAYMENT,Pascale,Trevino,93307
327,1210,1210,Caguas,16722,1816 Sunny Forest Parkway,2.0,1.0,Late delivery,1.0,PAYMENT,Maris,Lancaster,725
328,1211,1211,Compton,16721,9741 Dewy Bluff Maze,2.0,1.0,Shipping canceled,0.0,TRANSFER,Cassady,Banks,90221
329,1212,1212,Simi Valley,16720,805 Rustic Prairie Carrefour,3.0,4.0,Advance shipping,0.0,DEBIT,Lani,Fischer,93065
330,1213,1213,Caguas,16719,2355 Velvet Hickory Crest,2.0,4.0,Advance shipping,0.0,CASH,Quynn,Farmer,725
331,1214,1214,Lancaster,16718,2035 Crystal Campus,6.0,4.0,Late delivery,1.0,TRANSFER,Sage,Campbell,17601
332,1215,1215,Garland,16717,2556 Broad Wharf,5.0,4.0,Late delivery,1.0,DEBIT,Calista,Hull,75043
333,1216,1216,Arecibo,16716,6289 Rocky Way,2.0,1.0,Late delivery,1.0,CASH,Sacha,Johnston,612
334,1217,1217,Caguas,16715,6080 Old Bay,2.0,1.0,Late delivery,1.0,DEBIT,Moana,Sweet,725
335,1218,1218,Opelousas,16714,8913 Pleasant Rabbit Quay,2.0,4.0,Advance shipping,0.0,TRANSFER,Daryl,Huffman,70570
336,1219,1219,Caguas,16713,9843 Grand Circle,6.0,4.0,Late delivery,1.0,CASH,Renee,Nelson,725
337,1220,1220,Riverside,16712,9008 Old Lane,5.0,4.0,Late delivery,1.0,DEBIT,Aphrodite,Leon,92507
338,1221,1221,Waipahu,16711,7871 Quiet Abbey,4.0,4.0,Shipping on time,0.0,DEBIT,Ila,Bolton,96797
339,1222,1222,Caguas,16710,5032 Little Branch Stead,3.0,4.0,Advance shipping,0.0,TRANSFER,Nell,Powell,725
340,1223,1223,Tucson,16709,4839 Red Apple Arbor,2.0,1.0,Late delivery,1.0,TRANSFER,Kylynn,Blankenship,85713
341,1224,1224,Los Angeles,16708,2199 Dewy Leaf Orchard,6.0,4.0,Late delivery,1.0,DEBIT,Hedy,Kelley,90001
342,1225,1225,Carmichael,16707,2407 Foggy Acres,5.0,4.0,Late delivery,1.0,DEBIT,Olivia,Cooley,95608
343,1226,1226,Caguas,16706,6175 Golden Glade,4.0,4.0,Shipping on time,0.0,DEBIT,Mallory,Wolf,725
344,1227,1227,Tustin,16705,2674 Quaking Wagon Range,3.0,4.0,Advance shipping,0.0,DEBIT,Madeline,Bright,92780
345,1228,1228,Caguas,16704,5477 Velvet Falls,2.0,4.0,Advance shipping,0.0,TRANSFER,Veronica,Bayes,725
346,1229,1229,Loveland,16703,2770 Hazy Dale,6.0,4.0,Late delivery,1.0,CASH,Yuri,Davenport,45140
347,1230,1230,Miami,16702,2679 Rustic Loop,5.0,4.0,Late delivery,1.0,PAYMENT,Tatyana,Callahan,33165
348,1231,1231,Anaheim,16701,5768 Gentle Nectar Chase,4.0,4.0,Shipping on time,0.0,DEBIT,Demetria,Hall,92805
349,1232,1232,Chicago,16700,3880 Dusty Place,3.0,4.0,Advance shipping,0.0,PAYMENT,Joelle,Acosta,60651
350,1233,1233,Caguas,16699,6447 Easy Close,2.0,2.0,Shipping on time,0.0,TRANSFER,Joan,Beard,725
351,1234,1234,Detroit,16698,2584 Lost Square,2.0,1.0,Late delivery,1.0,TRANSFER,Kylynn,Summers,48238
352,1235,1235,Canton,16697,3750 Green Anchor Orchard,5.0,4.0,Late delivery,1.0,DEBIT,Carolyn,Horn,48187
353,1236,1236,Stafford,16696,6772 Broad Fawn Park,4.0,4.0,Shipping on time,0.0,TRANSFER,Hiroko,Rutledge,22554
354,1237,1237,Caguas,16695,465 Rustic Horse Heath,3.0,4.0,Advance shipping,0.0,DEBIT,Daryl,Byrd,725
355,1238,1238,San Diego,16694,2650 Rocky Stead,2.0,4.0,Advance shipping,0.0,PAYMENT,Amela,Rowland,92126
356,1239,1239,Caguas,16693,2749 Green Cider Green,6.0,4.0,Late delivery,1.0,DEBIT,Petra,Kim,725
357,1240,1240,Bronx,16692,6724 Crystal Dale,5.0,4.0,Late delivery,1.0,CASH,Kameko,Hogan,10466
358,1241,1241,Caguas,16691,7420 Crystal View Acres,4.0,4.0,Shipping on time,0.0,DEBIT,Hollee,Herring,725
359,1242,1242,South Richmond Hill,16690,5098 Lazy Pathway,3.0,4.0,Shipping canceled,0.0,TRANSFER,Eden,Suarez,11419
360,1243,1243,Caguas,16689,1996 Crystal Via,2.0,4.0,Advance shipping,0.0,PAYMENT,Lydia,Fowler,725
361,1244,1244,Middletown,16688,5824 Honey Glade,6.0,4.0,Shipping canceled,0.0,TRANSFER,Patience,Mcintosh,45044
362,1245,1245,Caguas,16687,9714 Quaking Elk Green,2.0,1.0,Late delivery,1.0,TRANSFER,Azalia,Robles,725
363,1246,1246,Dallas,16686,5198 Colonial Loop,2.0,1.0,Late delivery,1.0,DEBIT,Wynter,Wynn,75240
364,1247,1247,Caguas,16685,1411 Little Log Boulevard,2.0,1.0,Shipping canceled,0.0,TRANSFER,Alika,Church,725
365,1248,1248,Eugene,16684,72 Noble Path,2.0,1.0,Late delivery,1.0,PAYMENT,Dahlia,Mcdaniel,97402
366,1249,1249,Chino Hills,16683,2877 Foggy Hickory Mews,2.0,1.0,Late delivery,1.0,DEBIT,Jenette,Cabrera,91709
367,1250,1250,Caguas,16682,9753 Little Willow Estates,2.0,1.0,Late delivery,1.0,TRANSFER,Paloma,Morin,725
368,1251,1251,Columbia,16681,9879 Foggy View Mountain,2.0,1.0,Late delivery,1.0,TRANSFER,Dorothy,Duncan,38401
369,1252,1252,Glendale,16680,7802 Wishing Wood,2.0,1.0,Late delivery,1.0,DEBIT,Xandra,Moss,85308
370,1253,1253,Caguas,16679,3544 Gentle Concession,2.0,4.0,Advance shipping,0.0,DEBIT,Mariko,George,725
371,1254,1254,West Orange,16678,5408 Hidden Cider Forest,6.0,4.0,Late delivery,1.0,DEBIT,Darryl,Hodge,7052
372,1255,1255,Daly City,16677,8461 Wishing Mountain Walk,5.0,4.0,Late delivery,1.0,DEBIT,Fiona,Gray,94015
373,1256,1256,Caguas,16676,3051 Lost Spring Ledge,4.0,4.0,Shipping on time,0.0,PAYMENT,Zephr,Nieves,725
374,1257,1257,Houston,16675,4949 Easy Beacon Crest,3.0,4.0,Advance shipping,0.0,DEBIT,Xerxes,Gordon,77083
375,1258,1258,Caguas,16674,3271 Amber Downs,2.0,2.0,Shipping on time,0.0,CASH,Uta,Mccarthy,725
376,1259,1259,Strongsville,16673,8646 Colonial Hills Freeway,6.0,2.0,Late delivery,1.0,DEBIT,Wendy,Roberson,44136
377,1260,1260,Caguas,16672,9706 Rustic Route,5.0,4.0,Late delivery,1.0,PAYMENT,Sierra,Raymond,725
378,1261,1261,Powder Springs,16671,9699 Honey Rise,4.0,4.0,Shipping on time,0.0,TRANSFER,Lilah,Bond,30127
379,1262,1262,Lilburn,16670,355 Wishing Rise Ledge,3.0,4.0,Advance shipping,0.0,DEBIT,Kelsey,Montgomery,30047
380,1263,1263,Parkville,16669,6415 Harvest Vista,2.0,4.0,Advance shipping,0.0,DEBIT,Alexis,Bailey,21234
381,1264,1264,Caguas,16668,5346 Clear Hills Way,6.0,4.0,Late delivery,1.0,DEBIT,September,Jacobs,725
382,1265,1265,Saint Paul,16667,720 Harvest Harbour,5.0,4.0,Late delivery,1.0,DEBIT,McKenzie,Pruitt,55106
383,1266,1266,Caguas,16666,4210 Dewy Round,4.0,4.0,Shipping on time,0.0,DEBIT,Eleanor,Wiley,725
384,1267,1267,Lockport,16665,2805 Crystal Moor,3.0,4.0,Advance shipping,0.0,PAYMENT,Chastity,Rosa,14094
385,1268,1268,Detroit,16664,444 Pleasant Abbey,2.0,4.0,Advance shipping,0.0,DEBIT,Victoria,Hewitt,48224
386,1269,1269,Caguas,16663,8055 Fallen Parkway,6.0,4.0,Late delivery,1.0,DEBIT,Cheyenne,Morales,725
387,1270,1270,Hialeah,16662,8988 Shady Park,5.0,4.0,Late delivery,1.0,TRANSFER,Cassandra,Montoya,33010
388,1271,1271,Los Angeles,16661,4692 Jagged Thicket,4.0,4.0,Shipping on time,0.0,PAYMENT,Kimberly,Faulkner,90022
389,1272,1272,Brooklyn,16660,7301 Shady Autumn Trail,3.0,2.0,Late delivery,1.0,PAYMENT,Cora,Oneil,11236
390,1273,1273,Caguas,16659,1020 Shady Green,2.0,4.0,Advance shipping,0.0,DEBIT,Hanna,Phelps,725
391,1274,1274,Beloit,16658,5010 Dusty Gate,6.0,4.0,Shipping canceled,0.0,TRANSFER,Ciara,Park,53511
392,1275,1275,Los Angeles,16657,4715 Round Lake Link,5.0,2.0,Late delivery,1.0,PAYMENT,Mona,Graves,90003
393,1276,1276,Caguas,16656,7096 Foggy Court,4.0,2.0,Late delivery,1.0,DEBIT,Martha,Ayers,725
394,1277,1277,Hamilton,16655,7713 Colonial Estates,3.0,2.0,Late delivery,1.0,DEBIT,Ruth,Maxwell,45011
395,1278,1278,Caguas,16654,4770 Hidden Heath,2.0,2.0,Shipping on time,0.0,TRANSFER,Mari,Russo,725
396,1279,1279,Greenville,16653,2923 Quiet Pathway,0.0,0.0,Shipping on time,0.0,TRANSFER,Robin,Walker,27834
397,1280,1280,Dallas,16652,3033 Old Pioneer Loop,0.0,0.0,Shipping on time,0.0,TRANSFER,Felicia,Vargas,75287
398,1281,1281,Miami,16651,1927 Harvest Lane,4.0,4.0,Shipping on time,0.0,DEBIT,Fatima,Holt,33175
399,1282,1282,Caguas,16650,1525 Golden Nectar Edge,3.0,4.0,Advance shipping,0.0,TRANSFER,Hedwig,Finch,725
400,1311,1311,Caguas,4497,4720 Colonial Blossom Run,5.0,2.0,Late delivery,1.0,PAYMENT,Shirley,Smith,725
401,1347,1347,Carolina,11782,7628 Foggy Brook Passage,3.0,4.0,Advance shipping,0.0,PAYMENT,Michelle,Dickson,983
402,1353,1353,Caguas,14170,1987 Gentle Passage,3.0,4.0,Advance shipping,0.0,PAYMENT,Margaret,Foreman,725
403,1360,1360,Caguas,12713,2060 Cotton Quail Heights,6.0,4.0,Late delivery,1.0,PAYMENT,Brianna,Pena,725
404,1361,1361,Caguas,13383,4320 Iron Highlands ,6.0,4.0,Late delivery,1.0,PAYMENT,Hollee,Barnes,725
405,1362,1362,Caguas,14684,6081 Stony Arbor,2.0,4.0,Advance shipping,0.0,PAYMENT,Susan,Forbes,725
406,1363,1363,Caguas,13112,2246 Sunny Lake Via,5.0,4.0,Late delivery,1.0,PAYMENT,Kyla,Blake,725
407,1364,1364,Caguas,13238,6724 High Chase ,6.0,4.0,Late delivery,1.0,PAYMENT,Xaviera,Noel,725
408,1365,1365,Caguas,13236,3450 Quiet Hickory Harbour,4.0,4.0,Shipping on time,0.0,PAYMENT,Sybil,Fields,725
409,1366,1366,Caguas,13394,1761 Noble Barn Heath,2.0,4.0,Advance shipping,0.0,PAYMENT,Jaden,White,725
410,1367,1367,Caguas,14531,9226 Emerald Pony Farm,4.0,4.0,Shipping on time,0.0,PAYMENT,Macy,Mclaughlin,725
411,1368,1368,Caguas,13031,3278 Cotton Crest ,4.0,4.0,Shipping on time,0.0,PAYMENT,Briar,Allen,725
412,1369,1369,Caguas,13264,3914 Crystal Barn Cove,2.0,4.0,Advance shipping,0.0,PAYMENT,Athena,King,725
413,1370,1370,Caguas,14299,5198 Rustic Route,2.0,4.0,Advance shipping,0.0,PAYMENT,Jamalia,Ortega,725
414,1371,1371,Caguas,13029,797 Heather Thicket ,2.0,4.0,Advance shipping,0.0,PAYMENT,Rachel,Stark,725
415,1372,1372,Caguas,13496,6370 Emerald Row,4.0,4.0,Shipping on time,0.0,PAYMENT,Dorothy,Irwin,725
416,1373,1373,Caguas,13370,6997 Middle Acres ,3.0,4.0,Advance shipping,0.0,PAYMENT,Linda,Rowe,725
417,1374,1374,Caguas,13208,1777 High Alley ,6.0,4.0,Late delivery,1.0,PAYMENT,Jamalia,Benton,725
418,1375,1375,Caguas,14297,8547 Misty Carrefour,5.0,4.0,Late delivery,1.0,PAYMENT,Patience,Ellis,725
419,1391,1391,Caguas,13933,8675 Stony Moor,6.0,4.0,Late delivery,1.0,PAYMENT,Desirae,Dillard,725
420,1392,1392,Caguas,14717,4490 Amber Rise,5.0,4.0,Late delivery,1.0,PAYMENT,Maia,Cruz,725
421,1395,1395,Caguas,13986,5768 Jagged Zephyr Port,4.0,4.0,Shipping on time,0.0,PAYMENT,Destiny,Richmond,725
422,1428,1428,Caguas,14748,8852 Shady Glade,6.0,4.0,Late delivery,1.0,PAYMENT,Carissa,Riggs,725
423,1432,1432,Caguas,13639,5365 Noble Nectar Island,2.0,4.0,Advance shipping,0.0,PAYMENT,Zena,Hendricks,725
424,1452,1452,Caguas,14742,866 Cinder Cape,5.0,4.0,Late delivery,1.0,PAYMENT,Marah,Huffman,725
425,1470,1470,Caguas,13702,6580 High Circle,5.0,2.0,Late delivery,1.0,DEBIT,McKenzie,Mclaughli,725
426,1471,1471,Caguas,13990,6471 Dusty Limits,3.0,2.0,Late delivery,1.0,DEBIT,Deanna,Wolfe,725
427,1478,1478,Caguas,13665,4232 Harvest Creek Swale,3.0,2.0,Late delivery,1.0,DEBIT,Blair,Daugherty,725
428,1480,1480,Caguas,13611,5079 Velvet Hickory By-pass,4.0,2.0,Late delivery,1.0,DEBIT,Melodie,Meyer,725
429,1581,1581,Caguas,12610,6332 Round Range ,3.0,2.0,Late delivery,1.0,DEBIT,Iola,Cline,725
